message_id,collection_year,collection_month,attack_type_code,attack_type_ko,has_url,text_length,probability,detected,similarity_to_train,novel,year_has_enough_rows
kisa-247ea86a9a79fbf6f66e,2021,2021-12,delivery,택배,1,55,0.967849,1,0.980756,0,0
kisa-4bf771f36a942bdf04e1,2021,2021-12,delivery,택배,1,54,0.960868,1,0.959692,0,0
kisa-2751f53577af359a02db,2021,2021-12,delivery,택배,1,46,0.949874,1,0.874813,0,0
kisa-7027905fa800445eacdd,2021,2021-12,delivery,택배,1,56,0.88313,1,0.543327,0,0
kisa-3ecda4380237691fd901,2021,2021-12,delivery,택배,1,66,0.952614,1,0.71779,0,0
kisa-3d5bb7e4e4248973583e,2021,2021-12,delivery,택배,1,64,0.947414,1,0.706389,0,0
kisa-a5208c6c403d6d7c874f,2022,2022-01,delivery,택배,1,43,0.980514,1,0.961091,0,1
kisa-142fdd7e1c953cb90723,2022,2022-01,public_agency,공공기관,1,34,0.949269,1,0.40121,1,1
kisa-a490b4cdb309a313acff,2022,2022-01,public_agency,공공기관,1,44,0.946281,1,0.475443,1,1
kisa-cd7bbc9a1102928d5fef,2022,2022-01,public_agency,공공기관,1,41,0.966255,1,0.407954,1,1
kisa-3a8b6d461d0481d1ab1e,2022,2022-01,delivery,택배,1,53,0.982725,1,0.982679,0,1
kisa-de317fa60b346df64ab3,2022,2022-01,delivery,택배,1,54,0.991011,1,0.812837,0,1
kisa-c45688c2944c08b14349,2022,2022-01,delivery,택배,1,52,0.981252,1,0.914206,0,1
kisa-414b210cd8d03759486e,2022,2022-01,payment,결제,1,831,0.095023,0,0.167516,1,1
kisa-69d87c685f42983454d7,2022,2022-01,delivery,택배,1,50,0.978118,1,0.56614,0,1
kisa-49da3dedcc0d804c6ab9,2022,2022-01,delivery,택배,1,60,0.91173,1,0.980689,0,1
kisa-7253fcd1175ef5509d2f,2022,2022-01,delivery,택배,1,49,0.944707,1,0.593283,0,1
kisa-d9265a9ae17b7b91a8fc,2022,2022-01,delivery,택배,1,46,0.98135,1,0.893059,0,1
kisa-3b6df6aa8df1cacdf9cc,2022,2022-01,delivery,택배,1,53,0.950422,1,0.587013,0,1
kisa-a53bd27478e4a4065d51,2022,2022-01,delivery,택배,1,53,0.98632,1,0.542366,0,1
kisa-786540b2b4ad9c074307,2022,2022-01,delivery,택배,1,40,0.968589,1,0.811779,0,1
kisa-81dd1e6fe1441a5184a2,2022,2022-01,delivery,택배,1,59,0.951764,1,0.581921,0,1
kisa-34a39f31ec7c5e3c1a30,2022,2022-01,delivery,택배,1,57,0.977861,1,0.972638,0,1
kisa-99d0788c072972ab84eb,2022,2022-01,delivery,택배,1,40,0.901972,1,0.488355,1,1
kisa-36541f7e2af3bb36afd1,2022,2022-01,delivery,택배,1,54,0.980272,1,0.559871,0,1
kisa-9438e565065f118c3fca,2022,2022-01,delivery,택배,1,46,0.946752,1,0.604224,0,1
kisa-a19986883fe871243851,2022,2022-01,delivery,택배,1,50,0.815422,1,0.506752,0,1
kisa-879ceaafc95677182a58,2022,2022-01,delivery,택배,1,47,0.969912,1,0.96941,0,1
kisa-db2069da4fef99fca937,2022,2022-01,delivery,택배,1,55,0.97388,1,0.937781,0,1
kisa-e23516ff4a1eb0388659,2022,2022-01,delivery,택배,1,35,0.953303,1,0.821335,0,1
kisa-bbab90a4d92a5305b514,2022,2022-01,delivery,택배,1,42,0.978821,1,0.893723,0,1
kisa-ae103630f6353c8c5403,2022,2022-01,delivery,택배,1,56,0.974071,1,0.920252,0,1
kisa-3e243b0fa52da1fc2aaa,2022,2022-01,delivery,택배,1,51,0.949669,1,0.923243,0,1
kisa-d29c0948f8a67144acdd,2022,2022-01,delivery,택배,1,59,0.950075,1,0.915281,0,1
kisa-e3419de9ffb889d775ed,2022,2022-01,delivery,택배,1,108,0.92086,1,0.9856,0,1
kisa-44bba90297620f1c9060,2022,2022-01,delivery,택배,1,55,0.988463,1,0.968272,0,1
kisa-a439ee3d0874b49dbf1d,2022,2022-01,delivery,택배,1,62,0.954931,1,0.652072,0,1
kisa-e98f904cf56a097f89d8,2022,2022-01,delivery,택배,1,56,0.974177,1,0.82368,0,1
kisa-edc6cb968a53c2558ed9,2022,2022-01,delivery,택배,1,59,0.987879,1,0.986828,0,1
kisa-cb93f957a9832733bfd5,2022,2022-01,public_agency,공공기관,1,38,0.723614,1,0.468401,1,1
kisa-7caf6e536cb78f368719,2022,2022-01,delivery,택배,1,55,0.945741,1,0.589827,0,1
kisa-3ad4f889983fa1b6ea2e,2022,2022-01,delivery,택배,1,62,0.98904,1,0.975687,0,1
kisa-b2da4f818fedc0bd34d7,2022,2022-01,public_agency,공공기관,1,36,0.701227,1,0.413606,1,1
kisa-7a3afbc7f90c749891e7,2022,2022-01,public_agency,공공기관,1,36,0.756696,1,0.328961,1,1
kisa-bec6b8bbbe5b8e688cf3,2022,2022-01,public_agency,공공기관,1,29,0.641802,1,0.406377,1,1
kisa-4a55ccdc5379077c4be5,2022,2022-01,public_agency,공공기관,1,34,0.71825,1,0.344905,1,1
kisa-546ad7ac37c57f16e3f2,2022,2022-01,public_agency,공공기관,1,41,0.765763,1,0.343304,1,1
kisa-3b86fb041e0f4ee0f030,2022,2022-01,delivery,택배,1,57,0.980597,1,0.97389,0,1
kisa-af5e876cffec979b0e8e,2022,2022-01,delivery,택배,1,61,0.982536,1,0.982931,0,1
kisa-ed3ebfe13f695d30fe68,2022,2022-01,delivery,택배,1,48,0.985429,1,0.974282,0,1
kisa-d2ed3e9e7475d1fcfb3b,2022,2022-01,delivery,택배,1,47,0.957681,1,0.91232,0,1
kisa-2f99dfad46febc4aecc3,2022,2022-01,delivery,택배,1,57,0.961366,1,0.93777,0,1
kisa-4c36f7a5ebf5d34b91b2,2022,2022-01,delivery,택배,1,55,0.969958,1,0.552296,0,1
kisa-3d9c20d17be43b45d4ec,2022,2022-01,delivery,택배,1,59,0.98419,1,0.709315,0,1
kisa-872de650d5e858a43aa3,2022,2022-01,delivery,택배,1,55,0.970887,1,0.974529,0,1
kisa-88003ef9513e3cbf5985,2022,2022-01,delivery,택배,1,73,0.974793,1,0.954556,0,1
kisa-54a82bf078ed20106f61,2022,2022-01,delivery,택배,1,55,0.980242,1,0.738376,0,1
kisa-d669a61889954d82070b,2022,2022-01,delivery,택배,1,56,0.985325,1,0.970649,0,1
kisa-846a6f2dc9fb918ad7d5,2022,2022-01,delivery,택배,1,51,0.978706,1,0.758854,0,1
kisa-595e660b1cde24eecf6b,2022,2022-01,public_agency,공공기관,1,30,0.676881,1,0.475631,1,1
kisa-921e264f91c210f461bf,2022,2022-01,delivery,택배,1,53,0.826144,1,0.912693,0,1
kisa-9a3559a3c4d9e65c1a90,2022,2022-01,delivery,택배,1,52,0.974979,1,0.953759,0,1
kisa-107565baccca3db436b9,2022,2022-01,delivery,택배,1,50,0.959148,1,0.710612,0,1
kisa-f805e42e46be63db0f99,2022,2022-01,delivery,택배,1,56,0.966223,1,0.962411,0,1
kisa-4a26f85696d9f5d2d155,2022,2022-01,delivery,택배,1,46,0.9632,1,0.934696,0,1
kisa-45e2e587534af48dde3b,2022,2022-01,public_agency,공공기관,1,31,0.97935,1,0.483068,1,1
kisa-241607a30266a31e9101,2022,2022-01,delivery,택배,1,62,0.923547,1,0.888935,0,1
kisa-47dafeae2655c3b129ce,2022,2022-01,delivery,택배,1,61,0.931182,1,0.899017,0,1
kisa-62649b3047d7b8538508,2022,2022-01,delivery,택배,1,62,0.872258,1,0.936768,0,1
kisa-59255ce05a5bd977a683,2022,2022-01,delivery,택배,1,57,0.983211,1,0.707529,0,1
kisa-3113514ac926332ad422,2022,2022-01,delivery,택배,1,54,0.961877,1,0.520154,0,1
kisa-84ae937abe33025b3a28,2022,2022-02,public_agency,공공기관,1,31,0.953585,1,0.440271,1,1
kisa-c80e300ddf6cf805b297,2022,2022-02,delivery,택배,1,45,0.955418,1,0.882597,0,1
kisa-5a8d0b914b60f76bcb9b,2022,2022-02,delivery,택배,1,63,0.923226,1,0.543073,0,1
kisa-f76a1352553d8ebaa4f6,2022,2022-02,delivery,택배,1,63,0.860107,1,0.896806,0,1
kisa-6b2c9903997be2ec693d,2022,2022-02,delivery,택배,1,57,0.977688,1,0.584402,0,1
kisa-dfb16e2da995fd8d0833,2022,2022-02,delivery,택배,1,51,0.939382,1,0.552783,0,1
kisa-d3e92d4e22f490a6d1d4,2022,2022-02,delivery,택배,1,55,0.988715,1,0.924177,0,1
kisa-5f7aa7a6d50e0320f6f1,2022,2022-02,delivery,택배,1,45,0.988244,1,0.892824,0,1
kisa-e48871ec990fd24896f1,2022,2022-02,delivery,택배,1,47,0.985474,1,0.754671,0,1
kisa-f33c960b8e97bf88a1a6,2022,2022-02,delivery,택배,1,53,0.975648,1,0.936458,0,1
kisa-134ec27ddea2bab9d3b6,2022,2022-02,delivery,택배,1,49,0.988675,1,0.86377,0,1
kisa-423105de35926f47ba1d,2022,2022-02,delivery,택배,1,41,0.971979,1,0.884989,0,1
kisa-5ddc62b3495d3f2c5b51,2022,2022-02,delivery,택배,1,44,0.969989,1,0.886266,0,1
kisa-b2859487bf917687b6bd,2022,2022-02,delivery,택배,1,58,0.927958,1,0.987165,0,1
kisa-b342f1255ac84b36dadd,2022,2022-02,delivery,택배,1,48,0.846554,1,0.299949,1,1
kisa-7d5f9c5a297c3890a5eb,2022,2022-02,delivery,택배,1,51,0.973711,1,0.918741,0,1
kisa-7208ae549f882d6db7cc,2022,2022-02,delivery,택배,1,51,0.971685,1,0.919286,0,1
kisa-8d357870a2e22d9e3116,2022,2022-02,delivery,택배,1,59,0.988938,1,0.947345,0,1
kisa-cb616166d4336359bd71,2022,2022-02,delivery,택배,1,53,0.976397,1,0.957075,0,1
kisa-ef8bb8c7c04cf18fd94e,2022,2022-02,delivery,택배,1,43,0.973483,1,0.96263,0,1
kisa-44f249763932f08698be,2022,2022-02,delivery,택배,1,49,0.973604,1,0.97074,0,1
kisa-200d10cc8a2b02d799d1,2022,2022-02,delivery,택배,1,52,0.982271,1,0.943278,0,1
kisa-26ff16a5fd9619c6a7b7,2022,2022-02,delivery,택배,1,57,0.987792,1,0.97067,0,1
kisa-7dee054b3aa332d01445,2022,2022-02,delivery,택배,1,50,0.986228,1,0.969354,0,1
kisa-45228b1096c9edd8394b,2022,2022-02,public_agency,공공기관,1,33,0.96222,1,0.504974,0,1
kisa-0942e89a5d76f4291b9c,2022,2022-02,delivery,택배,1,46,0.968296,1,0.93458,0,1
kisa-b91fba79fb3e10b5f43b,2022,2022-02,public_agency,공공기관,1,31,0.863692,1,0.288246,1,1
kisa-0d0a6d7c993ce76ba624,2022,2022-02,delivery,택배,1,57,0.960673,1,0.926256,0,1
kisa-b391a824a7573b6f34b2,2022,2022-02,delivery,택배,1,54,0.98561,1,0.930912,0,1
kisa-b314744cb1d878c2b1c1,2022,2022-02,delivery,택배,1,54,0.974159,1,0.978868,0,1
kisa-98eea2e7bde59893e4e8,2022,2022-02,public_agency,공공기관,1,34,0.904047,1,0.297017,1,1
kisa-d776f1371f9d1943c269,2022,2022-02,public_agency,공공기관,1,29,0.885075,1,0.285947,1,1
kisa-e90d9f909393daddd3da,2022,2022-02,public_agency,공공기관,1,27,0.850929,1,0.30609,1,1
kisa-a0e944a61e37433601ce,2022,2022-02,public_agency,공공기관,1,32,0.877239,1,0.309925,1,1
kisa-7ff8c5ba467e1cd5452f,2022,2022-02,delivery,택배,1,46,0.945561,1,0.667505,0,1
kisa-e8c1f4e5ec5d6b7c83da,2022,2022-02,delivery,택배,1,54,0.987567,1,0.979037,0,1
kisa-cfba2282934d97d4563d,2022,2022-02,delivery,택배,1,52,0.987712,1,0.962828,0,1
kisa-7ae32743aa8e467b6003,2022,2022-02,delivery,택배,1,47,0.97549,1,0.626458,0,1
kisa-11381c6ad47f20692402,2022,2022-02,delivery,택배,1,51,0.964843,1,0.577973,0,1
kisa-cdda7d27bf89825645ac,2022,2022-02,delivery,택배,1,65,0.911646,1,0.53147,0,1
kisa-9d22d5401800b19a19b6,2022,2022-02,delivery,택배,1,51,0.958836,1,0.982147,0,1
kisa-32eea96181b5edb0dc43,2022,2022-02,delivery,택배,1,60,0.987295,1,0.867541,0,1
kisa-da4b1178788243a68eef,2022,2022-02,delivery,택배,1,62,0.990599,1,0.89734,0,1
kisa-2ca5221167a569178e83,2022,2022-02,public_agency,공공기관,1,30,0.861122,1,0.597101,0,1
kisa-7a8abe9500197df8b205,2022,2022-02,public_agency,공공기관,1,32,0.846993,1,0.523046,0,1
kisa-5e564631922b854f17b6,2022,2022-02,public_agency,공공기관,1,37,0.895225,1,0.518561,0,1
kisa-d228d687e069fbf58e35,2022,2022-02,delivery,택배,1,42,0.928028,1,0.846382,0,1
kisa-3b067ee785ea8de1b7f1,2022,2022-02,delivery,택배,1,51,0.9499,1,0.833829,0,1
kisa-f7ca88056e591c84466d,2022,2022-02,delivery,택배,1,43,0.938652,1,0.873074,0,1
kisa-fca642eddd0fa137dc8e,2022,2022-02,delivery,택배,1,54,0.959759,1,0.928077,0,1
kisa-91d7f17638e1d1c45ea9,2022,2022-02,delivery,택배,1,48,0.953196,1,0.974033,0,1
kisa-ad7724798a00781a2513,2022,2022-02,delivery,택배,1,47,0.988387,1,0.978775,0,1
kisa-793b560762bf0f4ff5c6,2022,2022-02,public_agency,공공기관,1,37,0.879683,1,0.439557,1,1
kisa-9255eb4e34b3a2ff67e7,2022,2022-02,public_agency,공공기관,1,22,0.694276,1,0.355466,1,1
kisa-d7bd9cb91bddf0496ef9,2022,2022-02,delivery,택배,1,49,0.921281,1,0.984581,0,1
kisa-1519fc23f22746ef9023,2022,2022-02,public_agency,공공기관,1,29,0.745811,1,0.348346,1,1
kisa-d85622d4a5b2a01b06eb,2022,2022-02,delivery,택배,1,62,0.875272,1,0.935051,0,1
kisa-08aad48acb18b1a853e0,2022,2022-02,delivery,택배,1,51,0.917817,1,0.981426,0,1
kisa-8ab02531a128db21291f,2022,2022-02,public_agency,공공기관,1,29,0.910704,1,0.382081,1,1
kisa-784e9998f2cd8a3ddb89,2022,2022-02,delivery,택배,1,57,0.929705,1,0.978155,0,1
kisa-48df8933086fba0e19a7,2022,2022-02,delivery,택배,1,55,0.91309,1,0.976346,0,1
kisa-77bb38784d59475a5ec1,2022,2022-02,delivery,택배,1,54,0.957003,1,0.649826,0,1
kisa-de82d6b787f3bbf84d13,2022,2022-02,public_agency,공공기관,1,36,0.945589,1,0.40882,1,1
kisa-705b9b1e62b9c5f5b1f0,2022,2022-02,delivery,택배,1,50,0.968756,1,0.961499,0,1
kisa-2da5a6bd34491ecb1e21,2022,2022-02,delivery,택배,1,52,0.983885,1,0.928908,0,1
kisa-2ff9f3fb95f90ba2099d,2022,2022-02,delivery,택배,1,59,0.936633,1,0.978866,0,1
kisa-16fbe535185553a8746c,2022,2022-02,delivery,택배,1,57,0.940732,1,0.979248,0,1
kisa-b79ec10c9f327d48bfad,2022,2022-02,public_agency,공공기관,1,32,0.722517,1,0.310613,1,1
kisa-e0d622ac8c55e7265271,2022,2022-02,delivery,택배,1,58,0.953833,1,0.985929,0,1
kisa-f149e46ad55cc79d3d1e,2022,2022-02,delivery,택배,1,48,0.804449,1,0.56293,0,1
kisa-c5b79c1f932d5251e482,2022,2022-02,public_agency,공공기관,1,38,0.849735,1,0.370659,1,1
kisa-89cb188ca7ed9a3c82cf,2022,2022-02,public_agency,공공기관,1,38,0.808003,1,0.380352,1,1
kisa-877bb98ecfa3e2a6e2f2,2022,2022-03,delivery,택배,1,57,0.994898,1,0.957512,0,1
kisa-42d72d17765ee01f25ed,2022,2022-03,delivery,택배,1,49,0.992929,1,0.958364,0,1
kisa-8a757e0152c7ae585a67,2022,2022-03,delivery,택배,1,40,0.826994,1,0.931016,0,1
kisa-2bcd4cb1a071f3428cac,2022,2022-03,public_agency,공공기관,1,40,0.783357,1,0.394761,1,1
kisa-e8cf524244f51e2a2a4c,2022,2022-03,delivery,택배,1,59,0.951649,1,0.980783,0,1
kisa-e7c91bb60c5a533bf4c4,2022,2022-03,public_agency,공공기관,1,33,0.778301,1,0.384173,1,1
kisa-add9f4e7f8b7710e77e2,2022,2022-03,delivery,택배,1,48,0.862139,1,0.582815,0,1
kisa-61e24ed3f4b3005a5424,2022,2022-03,delivery,택배,1,60,0.934748,1,0.883253,0,1
kisa-1b638c5ac0855b6c948b,2022,2022-03,delivery,택배,1,43,0.9571,1,0.726188,0,1
kisa-c9f358fa89c503a3282d,2022,2022-03,delivery,택배,1,50,0.56525,1,0.756549,0,1
kisa-05b3caf7940bbd0f6efe,2022,2022-03,delivery,택배,1,48,0.993502,1,0.926836,0,1
kisa-9e97c9d6bc299a62e5c8,2022,2022-03,delivery,택배,1,48,0.995953,1,0.808492,0,1
kisa-dedfa77828ad2a6321f0,2022,2022-03,delivery,택배,1,46,0.991796,1,0.869655,0,1
kisa-5f3a505f2418e4d47c76,2022,2022-03,delivery,택배,1,45,0.995612,1,0.971092,0,1
kisa-c93e2f4e9d862199c063,2022,2022-03,delivery,택배,1,46,0.996586,1,0.832503,0,1
kisa-993266e6ad6acd194b86,2022,2022-03,delivery,택배,1,54,0.985822,1,0.817828,0,1
kisa-d1610df1f7e7cbae9969,2022,2022-03,delivery,택배,1,57,0.989874,1,0.621518,0,1
kisa-c2c6eb490afe038b4fed,2022,2022-03,delivery,택배,1,47,0.996951,1,0.946476,0,1
kisa-06b4fce5addcce161d35,2022,2022-03,delivery,택배,1,48,0.992175,1,0.984493,0,1
kisa-58d0f7447f94e971a1a8,2022,2022-03,delivery,택배,1,50,0.969639,1,0.685396,0,1
kisa-48a5da422c3d38ca34bd,2022,2022-03,delivery,택배,1,53,0.968839,1,0.666691,0,1
kisa-3406c9b66ba32d1b414b,2022,2022-03,delivery,택배,1,48,0.967701,1,0.668913,0,1
kisa-5f97990d0ea9b6f8f3bf,2022,2022-03,delivery,택배,1,52,0.963847,1,0.64575,0,1
kisa-6dcfca21a794421d07a0,2022,2022-03,delivery,택배,1,58,0.970223,1,0.649187,0,1
kisa-565425f952dda1bd07bc,2022,2022-03,delivery,택배,1,32,0.914799,1,0.373726,1,1
kisa-4df8fcdcec3946bb9928,2022,2022-03,delivery,택배,1,50,0.951578,1,0.656172,0,1
kisa-a51580e91d3a6b4509c9,2022,2022-03,public_agency,공공기관,1,38,0.995025,1,0.894954,0,1
kisa-6fd456ba2992122534b4,2022,2022-03,delivery,택배,1,45,0.918734,1,0.580369,0,1
kisa-e57d2237404779bd5969,2022,2022-03,delivery,택배,1,36,0.995191,1,0.862577,0,1
kisa-b724eaa43973c210f397,2022,2022-03,delivery,택배,1,49,0.9407,1,0.650475,0,1
kisa-6dda4d0f64a8f26d3bdd,2022,2022-03,delivery,택배,1,45,0.95428,1,0.574206,0,1
kisa-14d52f8aee3c482e7fb0,2022,2022-03,delivery,택배,1,39,0.920509,1,0.901163,0,1
kisa-5390a0c7b4d18cbbdc61,2022,2022-03,delivery,택배,1,49,0.926385,1,0.564876,0,1
kisa-792ea29ea81e8d5c7cb1,2022,2022-03,delivery,택배,1,54,0.887402,1,0.914228,0,1
kisa-309fea96b17ca5c805b3,2022,2022-03,delivery,택배,1,62,0.961045,1,0.935477,0,1
kisa-81d7554e909f06731902,2022,2022-03,delivery,택배,1,56,0.93319,1,0.888572,0,1
kisa-0fc4936b8c58c405159d,2022,2022-03,delivery,택배,1,34,0.900984,1,0.525854,0,1
kisa-0cd30ba06479902ae6db,2022,2022-03,delivery,택배,1,34,0.927036,1,0.649687,0,1
kisa-b2d5dcbf61e1ed4ec855,2022,2022-03,delivery,택배,1,46,0.869039,1,0.485064,1,1
kisa-656c6cb65105b2c039c9,2022,2022-03,delivery,택배,1,44,0.94059,1,0.56291,0,1
kisa-54dd40aa7a2e5366b563,2022,2022-03,delivery,택배,1,56,0.808911,1,0.388798,1,1
kisa-499f6cf7e3553f994bd0,2022,2022-03,delivery,택배,1,50,0.908588,1,0.554289,0,1
kisa-0132ae1a32b1e75b24b7,2022,2022-03,delivery,택배,1,52,0.957373,1,0.90904,0,1
kisa-8be5734bfbfbde053e3d,2022,2022-03,delivery,택배,1,40,0.900017,1,0.568829,0,1
kisa-b148601007a14c33b571,2022,2022-03,delivery,택배,1,44,0.961023,1,0.608374,0,1
kisa-49f90c299a3ee6318005,2022,2022-03,delivery,택배,1,49,0.976123,1,0.972464,0,1
kisa-7275c72d688391a0ea40,2022,2022-03,delivery,택배,1,49,0.977097,1,0.594135,0,1
kisa-6a00d277ddc62de32e92,2022,2022-03,delivery,택배,1,47,0.876532,1,0.486117,1,1
kisa-54073b8562977437f531,2022,2022-03,delivery,택배,1,50,0.871951,1,0.461277,1,1
kisa-41613a1e7a4f8d241ee7,2022,2022-03,delivery,택배,1,57,0.888287,1,0.483521,1,1
kisa-af2ea8981c7d01d6e1fd,2022,2022-03,delivery,택배,1,60,0.895731,1,0.434647,1,1
kisa-b1df0c9734609f4ce10d,2022,2022-03,delivery,택배,1,39,0.977216,1,0.590036,0,1
kisa-ee23c1f9a70bc356fe4f,2022,2022-03,delivery,택배,1,41,0.79815,1,0.567524,0,1
kisa-631bcaa1250673dc15db,2022,2022-03,public_agency,공공기관,1,42,0.957465,1,0.305287,1,1
kisa-f16b2a111f47e3271e3f,2022,2022-03,delivery,택배,1,47,0.542793,1,0.813073,0,1
kisa-192f78386dfc36a95158,2022,2022-03,delivery,택배,1,59,0.968692,1,0.819071,0,1
kisa-15b4e5c93bcdc58b7f46,2022,2022-03,delivery,택배,1,48,0.899416,1,0.82923,0,1
kisa-6886bab8040eb0851343,2022,2022-03,delivery,택배,1,51,0.899719,1,0.812482,0,1
kisa-7a3b4b8055265a3f6fc7,2022,2022-03,delivery,택배,1,19,0.919162,1,0.290879,1,1
kisa-31488509c6f73660d819,2022,2022-03,delivery,택배,1,42,0.82781,1,0.392451,1,1
kisa-9e4bf58c32d0ceebb327,2022,2022-03,delivery,택배,1,49,0.927684,1,0.456216,1,1
kisa-773070f08f7f32d70a33,2022,2022-03,delivery,택배,1,44,0.813865,1,0.377095,1,1
kisa-78d47bc3ac4141ad746b,2022,2022-03,delivery,택배,1,54,0.876476,1,0.41165,1,1
kisa-732bd28d2735e0b97d57,2022,2022-03,delivery,택배,1,32,0.509062,0,0.546752,0,1
kisa-c7a78e7cd6b8aaa5f7b4,2022,2022-03,delivery,택배,1,46,0.930325,1,0.439569,1,1
kisa-827b54c4d6065a38a962,2022,2022-03,delivery,택배,1,50,0.876742,1,0.448713,1,1
kisa-6455dd7f56a08c860b00,2022,2022-03,delivery,택배,1,55,0.887852,1,0.855196,0,1
kisa-517857ceac76789f773f,2022,2022-03,delivery,택배,1,54,0.991149,1,0.911855,0,1
kisa-c3d93834399f0d50efc4,2022,2022-03,delivery,택배,1,45,0.701077,1,0.50028,0,1
kisa-74df7c78a6c51838a3f1,2022,2022-03,delivery,택배,1,51,0.909945,1,0.620288,0,1
kisa-abc13681195c4a1331bd,2022,2022-03,delivery,택배,1,44,0.963988,1,0.463624,1,1
kisa-efbb35f82226149189bf,2022,2022-03,delivery,택배,1,43,0.696773,1,0.479481,1,1
kisa-d9186bd551197e3b7c38,2022,2022-03,delivery,택배,1,56,0.938261,1,0.487415,1,1
kisa-e7195c8f603e2eea24e0,2022,2022-03,delivery,택배,1,59,0.933999,1,0.499774,1,1
kisa-2caac7587e4da8eb955c,2022,2022-03,delivery,택배,1,45,0.991196,1,0.884247,0,1
kisa-6c791e92185d880908e0,2022,2022-03,delivery,택배,1,38,0.68744,1,0.512963,0,1
kisa-291600687ba80bc1522b,2022,2022-03,delivery,택배,1,48,0.777016,1,0.496006,1,1
kisa-8896043f44589383c26c,2022,2022-03,delivery,택배,1,49,0.995882,1,0.929766,0,1
kisa-d2f5191e6ee0c3f6d14f,2022,2022-03,delivery,택배,1,46,0.857215,1,0.943569,0,1
kisa-c9578e45b1f5ab7223e0,2022,2022-03,delivery,택배,1,48,0.811969,1,0.659369,0,1
kisa-0adee70c7ea4bfb4d6d9,2022,2022-03,delivery,택배,1,48,0.991177,1,0.929871,0,1
kisa-c3113bd383c2f614fe7b,2022,2022-03,delivery,택배,1,35,0.590224,1,0.57125,0,1
kisa-9aca0dda3f9a1f43d0e6,2022,2022-03,delivery,택배,1,58,0.856099,1,0.935091,0,1
kisa-e5262c8d61753a767420,2022,2022-03,delivery,택배,1,60,0.900865,1,0.691563,0,1
kisa-9065f9a9af022cd162e8,2022,2022-03,public_agency,공공기관,1,41,0.950225,1,0.42583,1,1
kisa-9177bac67f21604e5c59,2022,2022-03,public_agency,공공기관,1,35,0.954404,1,0.406044,1,1
kisa-4f8de24264988121b60e,2022,2022-03,public_agency,공공기관,1,33,0.93676,1,0.436611,1,1
kisa-505a61a1fbafddb9f9c1,2022,2022-03,delivery,택배,1,53,0.926915,1,0.391625,1,1
kisa-cca85bf2b7176f56825f,2022,2022-03,public_agency,공공기관,1,41,0.893441,1,0.451408,1,1
kisa-63a14ac162079275ceb5,2022,2022-03,public_agency,공공기관,1,45,0.814593,1,0.367489,1,1
kisa-3c3c3717c19ec6c59a1f,2022,2022-03,public_agency,공공기관,1,44,0.90987,1,0.461442,1,1
kisa-cc05c76b2078d0a681c2,2022,2022-03,public_agency,공공기관,1,31,0.934983,1,0.464098,1,1
kisa-7abb32838781f3ad963c,2022,2022-03,delivery,택배,1,51,0.909899,1,0.580569,0,1
kisa-6eeb99454fc7b9894f93,2022,2022-03,public_agency,공공기관,1,40,0.93179,1,0.418567,1,1
kisa-33a41c4d4f7112af0d2c,2022,2022-03,public_agency,공공기관,1,43,0.948675,1,0.407462,1,1
kisa-22bbf5dcf52f4a214864,2022,2022-03,public_agency,공공기관,1,33,0.817851,1,0.437497,1,1
kisa-d63b273110fa0a69cde4,2022,2022-03,public_agency,공공기관,1,47,0.814593,1,0.367489,1,1
kisa-7a6b17120bd5e17fc707,2022,2022-03,public_agency,공공기관,1,39,0.809239,1,0.342116,1,1
kisa-d2b935563e7e5b3784a5,2022,2022-03,public_agency,공공기관,1,41,0.726454,1,0.367924,1,1
kisa-b76e6f16f47bba1ab45c,2022,2022-03,delivery,택배,1,50,0.954223,1,0.980354,0,1
kisa-53b4e8e9e8d445a41235,2022,2022-03,delivery,택배,1,55,0.997559,1,0.947399,0,1
kisa-3b6c547c3b4bfa2c8c13,2022,2022-03,public_agency,공공기관,1,46,0.812204,1,0.379421,1,1
kisa-2c0bd2262ee7f630d239,2022,2022-03,delivery,택배,1,80,0.971339,1,0.66389,0,1
kisa-c41f59f79e5cb8ecafa5,2022,2022-03,delivery,택배,1,57,0.933777,1,0.790403,0,1
kisa-c1127fca63d19d83ffa6,2022,2022-03,public_agency,공공기관,1,43,0.890366,1,0.361339,1,1
kisa-0f7d2e78304c79db3007,2022,2022-03,delivery,택배,1,47,0.91908,1,0.973231,0,1
kisa-0127fd6a9e5872e2059c,2022,2022-03,public_agency,공공기관,1,47,0.898897,1,0.387108,1,1
kisa-4dc03d6ef6c1791c250d,2022,2022-03,public_agency,공공기관,1,52,0.902819,1,0.940544,0,1
kisa-735f4ab4037f1cf827c9,2022,2022-03,public_agency,공공기관,1,44,0.940006,1,0.44574,1,1
kisa-cd70fa7119590923e855,2022,2022-03,delivery,택배,1,40,0.996163,1,0.947408,0,1
kisa-ae5895005e35970a80c9,2022,2022-03,delivery,택배,1,71,0.973797,1,0.756315,0,1
kisa-0e4a9f507a7af89da8bb,2022,2022-03,delivery,택배,1,46,0.883737,1,0.855306,0,1
kisa-bee4911528dee347a66e,2022,2022-03,delivery,택배,1,48,0.997066,1,0.94477,0,1
kisa-cc4d9ed6afee9562f24a,2022,2022-03,delivery,택배,1,65,0.996216,1,0.958502,0,1
